uf_x,municipio_x,logradouro_x,numero_x,complemento_x,localidade_x,setor_censitario_x,id_lt_x,uf_y,municipio_y,logradouro_y,numero_y,complemento_y,localidade_y,cep,setor_censitario_y,id_lt_y
24,2303,RUA BEVENUTO SIMOES,250.0,,CENTRO,240230305000008,146,28,2403,RUA DO CEMITERIO,0,,CENTRO,49830000.0,280240305000002,6847461
25,8000,RUA ANTONIO DE SOUSA LIMA,5.0,,CENTRO,250800005000002,147,28,5000,PARQUE DE VAQUEIJADA JOAO LIMA FEITOZA,5,,CENTRO,49512000.0,280500005000006,7143169
26,9600,ESTRADA AGUAS COMPRIDAS,1311.0,,AGUAS COMPRIDAS,260960005000180,148,28,3500,ESTRADA DE CAMILO,1160,,,49400000.0,280350005000115,6983538
26,11101,RUA ANTONIO DE SANTANA FILHO,359.0,,PETROLINA,261110105060001,149,29,28901,RUA JOAO DE SANTANA DE CARVALHO,138,,POVOADO ANGICO,47820000.0,292890105000011,5560994
21,11300,RUA RIACHUELO,18.0,,JOAO PAULO,211130005000128,150,29,10800,RUA E,21,,CJ JOAO PAULO II,44100000.0,291080005060041,1614575
25,4009,RUA MONTEVIDEU,260.0,FUNDOS,PRATA,250400905000020,151,28,3500,RUA JOAQUIM PRATA,0,FUNDOS,NOVO HORIZONTE,49400000.0,280350005000032,6960459
23,4400,RUA ANTONIO AUGUSTO,1271.0,,ALDEOTA,230440005120127,152,29,13804,RUA AUGUSTO COELHO,0,,SEDE,44680000.0,291380405000020,2217986
29,22003,RUA CANARIAS,235.0,,CENTRO,292200305000005,153,29,22003,RUA CANARIAS,235,,CENTRO,45830000.0,292200305000005,3500428
23,3204,RUA LUIZ ROLIM,146.0,,CENTRO,230320405000001,154,28,1405,RUA LUIZ MATOS,0,,CENTRO,49550000.0,280140505000002,6781574
24,5801,RUA 29 DE OUTUBRO,22.0,,CENTRO,240580105000001,155,29,23506,RUA 24 DE OUTUBRO,0,,CENTRO,46930000.0,292350605000002,3707781
29,24009,RUA APOLONIO SALES,115.0,,BTN III,292400905000145,156,29,24009,RUA APOLONIO SALES,115,,BTN III,48609000.0,292400905000145,3791627
29,28505,POVOADO PEDRA BRANCA,,,PEDRA BRANCA,292850505000004,157,29,28505,POVOADO PEDRA BRANCA,0,,PEDRA BRANCA,44590000.0,292850505000004,5464954
29,24801,PRACA GETULIO VARGAS,6.0,,PIRITIBA,292480105000004,158,29,24801,PRACA GETULIO VARGAS,6,,PIRITIBA,44830000.0,292480105000004,3873136
29,19207,AVENIDA SANTOS DUMONT,21.0,CONJUNTO LOTE D CASA 251,ITIGA,291920705000098,159,29,19207,AVENIDA SANTOS DUMONT,21,CONJUNTO LOTE D CASA 251,ITIGA,42700000.0,291920705000098,3129747
23,8203,SITIO FRECHEIRAS,5.0,,FRECHEIRAS,230820305000007,160,28,5406,RUA DAS FREIRAS,5,,SITIOS NOVOS,49810000.0,280540605000013,7159000
24,8102,AVENIDA AFONSO PENA,639.0,,TIROL,240810205080056,161,29,5701,AVENIDA TIRADENTES,64,,ABRANTES,42840000.0,290570110000002,808281
24,9407,RUA JOSE MEIRELES PONCHETE,342.0,,MANOEL DEODATO,240940705000019,162,29,21005,RUA FERNANDO MEIRELES,32,,DIAMANTE,48280000.0,292100505000037,3374021
21,477,RUA RIO BRANCO,105.0,,CENTRO,210047705000004,163,29,8507,RUA RIO BRANCO,0,,CENTRO,44245000.0,290850705000019,1277203
29,18803,RUA DO CRUZEIRO,151.0,,CRUZEIRO,291880310000003,164,29,18803,RUA DO CRUZEIRO,151,,CRUZEIRO,45490000.0,291880310000003,3059379
23,4400,RUA JOSE VILAR,1717.0,,ALDEOTA,230440005120108,165,28,7402,RUA JOSE JEREMIAS,479,,,0.0,280740205000006,7319236
28,2908,RUA MARECHAL FLORIANO PEIXOTO,,,CENTRO,280290805000009,166,28,2908,RUA MARECHAL FLORIANO PEIXOTO,293,,CENTRO,49500000.0,280290805000001,6866773
23,4400,RUA MONSENHOR BRUNO,2510.0,,FORTALEZA,230440005080144,167,29,10859,RUA FORTALEZA,0,,JACARE,44775000.0,291085905000028,1837576
29,26905,FAZENDA CACHOEIRA,30.0,,CACHOEIRA,292690505000014,168,29,26905,FAZENDA CACHOEIRA,30,,CACHOEIRA,46550000.0,292690505000014,4210486
29,28703,RUA WALDEMAR PINTO DE QUEIROZ,135.0,,SANTO ANTONIO JESUS,292870305000002,169,29,28703,RUA WALDEMAR PINTO DE QUEIROZ,135,,SANTO ANTONIO DE JESUS,44570000.0,292870305000002,5497315
29,28802,PRACA SETE DE SETEMBRO,340.0,SOBRADO ANDAR 1,CENTRO,292880205000008,170,29,28802,PRACA SETE DE SETEMBRO,340,SOBRADO ANDAR 1,CENTRO,44190000.0,292880205000008,5539455
23,10308,RUA SANTA ROSA,2.0,,CENTRO,231030805000002,171,29,13200,RUA SANTA ROSA,0,,CENTRO,47520000.0,291320005000014,2074879
22,9377,RUA JOSE MUNIZ,38.0,,SANTA ROSA PIAUI,220937705000003,172,28,4409,RUA JOSE ANTONIO DE SANTA ROSA,0,,MUSSUIPE,49980000.0,280440905000021,7042275
26,6002,AVENIDA DJALMA DUTRA,305.0,CASA,HELIOPOLIS,260600205000020,173,29,32408,FAZENDA DIREITA,0,CASA,BAIXAS DE HELIODORIO,44950000.0,293240805000017,6138983
23,4400,RUA PROFESSOR COSTA MENDES,279.0,,BOM FUTURO,230440005080498,174,28,3500,RUA PROFESSOR BENIGNO DE OLIVEIRA,232,,JENIPAPO,49400000.0,280350005000077,6971682
25,11202,SITIO JANGADA,98.0,CASA,JANGADA,251120205000020,175,29,10206,POVOADO JANGADA,98,,JANGADA,44560000.0,291020605000010,1465020
21,11201,AVENIDA PRINCIPAL,77.0,,CANAVIEIRA,211120105000032,176,29,18001,AVENIDA PRINCIPAL,0,,NOVA ESPERACA,45214999.0,291800115000010,2894264
21,5302,RUA CINCO,17.0,,BURITI,210530205000180,177,28,6701,RUA CINCO,21,,TIJUQUINHA,49100000.0,280670105000040,7263560
25,7002,AVENIDA IRINEU RODRIGUES DA SILVA,,APARTAMENTO 103 ANDAR 1,CENTRO,250700205000014,178,29,18456,AVENIDA MANOEL RODRIGUES DA SILVA,238,,CENTRO,45834000.0,291845605000020,3028178
29,3409,RUA DA MATRIZ,5.0,,SEDE,290340915000001,179,29,3409,RUA DA MATRIZ,5,,SEDE,45800000.0,290340915000001,452262
23,7601,RUA CORONEL JOSE ESTACIO,2480.0,,CENTRO,230760105000004,180,29,6402,RUA CORONEL JOSE RUFINO,207,,CENTRO,48710000.0,290640205000003,956930
23,4400,RUA PEREIRA FILGUEIRAS,1931.0,ANEXO E,MEIRELES,230440005121057,181,29,31350,RUA LUIS CARLOS PRESTES,0,,TEIXEIRA DE FREITAS,45995000.0,293135005000116,6009875
23,5506,RUA ENGENHEIRO WILTON CORREIA LIMA,5.0,,PRADO,230550605000007,182,29,17003,RUA CORREIA LIMA,0,,CACIMBAS,48850000.0,291700305000010,2680481
25,5105,RUA SETE DE SETEMBRO,446.0,,CENTRO,250510505000001,183,28,605,RUA SETE DE SETENBRO,0,,CENTRO,49140000.0,280060505000004,6724722
25,3209,RODOVIA BR 230,376.0,,CABEDELO,250320905000017,184,28,4805,RODOVIA BR 235,0,,OITERO,49160000.0,280480505000200,7134502
21,8702,RUA TRES PODERES,97.0,,,210870205000005,185,29,6204,RUA PRUDENCIANO ALVES,102,,,0.0,290620405000022,933993
22,7702,RUA VEREADOR ARIMATEIA CARVALHO,3062.0,,PIAUI,220770205000083,186,28,6206,RUA CELSO DE CARVALHO,203,,AGUA FRIA,49390000.0,280620605000025,7237143
29,31350,RUA AGUAS CLARAS,813.0,,BELA VISTA,293135005000015,187,29,31350,RUA AGUAS CLARAS,810,,BELA VISTA,45997007.0,293135005000015,5973333
29,10800,RUA CASTRO ALVES,1385.0,,CENTRO,291080005080169,188,29,10800,RUA CASTRO ALVES,1362,,CENTRO,44001184.0,291080005080169,1732126
25,12101,RUA JERONIMO ROSADO,522.0,,ROGERIO,251210105000008,189,29,23001,RUA LOMANTO JUNIOR,117,,CAJUEIRO,45928000.0,292300125000008,3645440
22,3107,RUA JOSE RIO BRANCO,635.0,CASA 1,BELA VISTA,220310705000005,190,29,27408,RUA 22,1,CASA 1B QUADRA 14,CASTELO BRANCO,41320858.0,292740805180168,4741217
21,5302,RUA C,7.0,,IPIRANGA,210530205000112,191,29,25204,RUA C,7,,RETIRO,48120000.0,292520405000014,3920566
29,9802,AVENIDA ALBERTO PASSOS,349.0,,CRUZ ALMAS,290980205000040,192,29,9802,AVENIDA ALBERTO PASSOS,349,,CRUZ DAS ALMAS,44380000.0,290980205000040,1397058
25,7507,AVENIDA JOSEFA TAVEIRA,847.0,SOBRADO QUITINETE 3,MANGABEIRA,250750705000335,193,28,4805,AVENIDA AREIAL MANGABEIRA,594,SOBRADO,COMPLEXO TAICOCA,49160000.0,280480505000103,7109790
21,11052,RUA MARANHAO,100.0,,ALTO BONITO,211105205000001,194,29,23001,RUA MARANHAO,110,,ALCIONE,45920000.0,292300105000009,3633693
26,11705,RUA JUSTO FERNANDES DA MOTA,19.0,,CENTRO,261170505000003,195,29,18407,RUA FERNANDES DA CUNHA,0,,CENTRO,48905100.0,291840705000005,2945812
25,7507,AVENIDA POMBAL,396.0,,MANAIRA,250750705000773,196,29,27408,AVENIDA POMBAL,0,,NAZARE,40040660.0,292740805120015,4537678
21,11300,AVENIDA DOS PORTUGUESES,10.0,,BACANGA,211130005000465,197,29,10057,RUA DOS PORTUGUESES,32,,CENTRO,42850000.0,291005705000057,1444986
27,5002,SITIO SERRA DO SOBRADO,51.0,,RURAL,270500205000018,198,29,28000,POVOADO SITIO NOVO,51,,RURAL,48880000.0,292800020000013,5410889
21,1400,FAZENDA SANTA LUZIA,,,SANTA LUZIA,210140005000067,199,29,29602,FAZENDA SANTA LUZIA,20,,SANTA LUZIA,44530000.0,292960205000019,5673020
29,8408,ESTRADA PINDA,55.0,CASA,RIACHO MARTINS,290840805000037,200,29,8408,ESTRADA PINDA,55,CASA,RIACHO DO MARTINS,48730000.0,290840805000037,1251859
27,4302,RUA FREI CANECA,33.0,,FAROL,270430205080030,201,29,31004,RUA FREI CANECA,0,,BAIRRO JUREMA,46600000.0,293100405000006,5930355
26,708,RUA MARECHAL DEODORO,385.0,,CENTRO,260070805000009,202,29,10800,RUA MARECHAL DEODORO,385,,CENTRO,44010250.0,291080005080001,1666957
29,29255,RUA DOMINGOS NEVES DE SOUZA,54.0,,CENTRO,292925505000008,203,29,29255,RUA DOMINGOS NEVES DE SOUZA,0,,CENTRO,44915000.0,292925505000008,5612778
25,6251,RUA JOSE MARIANO BARBOSA,439.0,FUNDOS,GADO BRAVO,250625105000001,204,28,308,RUA JOSE GONCALVES VALENCA,42,,INACIO BARBOSA,49040750.0,280030805000146,6532505
25,7507,AVENIDA JULIA FREIRE,1200.0,,TORRE,250750705000158,205,29,10800,AVENIDA MARIA QUITERIA,862,,CENTRO,44067000.0,291080005080029,1678937
25,7507,RUA DA INDEPENDENCIA,,SOBRADO,COSTA SOL,250750705000694,206,29,15700,RUA JUVENAL COSTA,20,,ALTO DA INDEPENDENCIA,45455000.0,291570005000004,2552660
29,25907,RUA PRESIDENTE GETULIO VARGAS,21.0,,CENTRO,292590705000003,207,29,25907,RUA PRESIDENTE GETULIO VARGAS,0,,CENTRO,48830000.0,292590705000002,4065043
21,7357,RUA DO SESP,15.0,,CENTRO,210735705000004,208,28,6404,RUA DO SESP,161,,CENTRO,49985000.0,280640405000003,7246499
21,11300,RUA DE SANTANA,550.0,,CENTRO,211130005000001,209,29,21054,RUA RIACHO DE SANTANA,0,,CENTRO,46480000.0,292105405000002,3386483
26,4502,AVENIDA 20 DE DEZEMBRO,89.0,,AUGUSTO DAVID,260450205000004,210,29,14802,RUA PRIMEIRO DE DEZEMBRO,106,,SANTO ANTONIO,45602030.0,291480205000208,2451584
28,308,AVENIDA HERMES FONTES,864.0,,SUISSA,280030805000201,211,28,308,AVENIDA HERMES FONTES,864,,SUISSA,49050000.0,280030805000201,6548457
26,11606,RUA REAL DA TORRE,842.0,,MADALENA,261160605210257,212,29,16856,RUA DA TORRE,0,,SALGADA,46875000.0,291685605000006,2666862
26,11606,AVENIDA MONTEVIDEU,51.0,,BOA VISTA,261160605180022,213,29,13606,FAZENDA MONTE ALEGRE,0,,SALOBRINHO,45650000.0,291360605000149,2160907
23,13500,VILA FLECHEIRAS,,APARTAMENTO 39 CHALE 610,FLECHEIRAS,231350008000006,214,29,15007,FAZENDA DOIS CORACAO,1,,FLORENTINA,46790000.0,291500705000009,2480171
28,308,RUA CAMPOS,899.0,,SAO JOSE,280030805000024,215,28,308,RUA CAMPOS,890,,SAO JOSE,49015220.0,280030805000024,6493315
29,29305,FAZENDA JACARE,15.0,CASA 1,MERCES,292930515000002,216,29,29305,FAZENDA JACARE,0,CASA,MERCES,4433000.0,292930515000002,5633528
25,2052,SITIO JUA,5750.0,,,250205205000003,217,29,4753,SITIO FORMOSA,250,,,0.0,290475305000010,609611
23,4400,RUA MENOR JERONIMO,3263.0,,PASSARE,230440070140357,218,28,3302,RUA 13 DE MAIO,0,,JAPARATUBA,49960000.0,280330205000019,6941354
25,4702,AVENIDA MINISTRO JOSE AMERICO,32.0,,CENTRO,250470205000002,219,28,3500,AVENIDA JOSE SILVEIRA LINS,0,,CENTRO,49400000.0,280350005000145,6989890
26,4106,RUA GONCALVES DIAS,302.0,,MAURICIO NASSAU,260410605000048,220,29,17607,RUA DOMINGOS COLAVOPE,0,,PALMEIRA,45345000.0,291760705000009,2788237
25,6301,RUA GETULIO VARGAS,39.0,,CENTRO,250630105000001,221,29,6105,RUA GETULIO VARGAS,0,,CENTRO,47730000.0,290610505000002,924300
29,14703,RUA PRAXEDES ANDRADE,226.0,,CENTRO,291470305000001,222,29,14703,RUA PRAXEDES ANDRADE,226,,CENTRO,46880000.0,291470305000001,2350063
29,5909,ESTRADA DA TAPAGEM,5.0,,FOLHA LARGA,290590905000010,223,29,5909,ESTRADA DA TAPAGEM,5,,FOLHA LARGA,4722000.0,290590905000010,881190
29,22300,RUA DERALDO DE OLIVEIRA,160.0,,SAO JOSE ITAPORA,292230020000001,224,29,22300,RUA DERALDO DE OLIVEIRA,160,,SAO JOSE DO ITAPORA,44340000.0,292230020000001,3552243
27,7701,RUA SANTA HELENA,128.0,,CANOAS,270770105000045,225,29,6501,RUA SANTA HELENA,0,,CANDEIAS,43800000.0,290650105000037,974732
24,7005,SITIO MONTE ALEGRE,15.0,CASA,,240700515000003,226,29,32705,FAZENDA MONTE ALEGRE,5,CASA,,45680000.0,293270505000020,6174288
25,7507,AVENIDA PRESIDENTE EPITACIO PESSOA,5070.0,APARTAMENTO 101,CABO BRANCO,250750705000642,227,29,23001,AVENIDA PRESIDENTE CASTELO BRANCO,2234,FUNDOS,PRIMAVERA,45928000.0,292300125000022,3649441
29,6899,AVENIDA BEIRA RIO,289.0,,CENTRO,290689905000003,228,29,6899,AVENIDA BEIRA RIO,0,,CENTRO,45177000.0,290689905000003,1063206
29,27408,AVENIDA ANTONIO CARLOS MAGALHAES,3244.0,,PITUBA,292740805060102,229,29,27408,AVENIDA ANTONIO CARLOS MAGALHAES,259,,PITUBA,41825000.0,292740805060210,4316394
24,9605,PRACA SAO FRANCISCO,55.0,,CENTRO,240960505000001,230,28,6701,PRACA SAO FRANCISCO,0,,CENTRO,49100000.0,280670105000017,7259514
21,9106,RUA ADALTO CRUZ,30.0,,CENTRO,210910605000005,231,29,6709,RUA OSVALDO CRUZ,518,,CENTRO,45157000.0,290670905000002,1004076
26,7901,RODOVIA BR 101 SUL,86.0,,COMPORTA,260790105000359,232,29,10800,RODOVIA BR 116 SUL,20,,NOVA ESPERANCA,440100.0,291080005070001,1633558
28,308,RUA FREI PAULO,370.0,,SUISSA,280030805000200,233,28,308,RUA FREI PAULO,370,,SUISSA,49052270.0,280030805000200,6548024
24,307,RUA BIBIANO XAVIER,27.0,,CENTRO,240030705000005,234,29,27200,RUA JUVENCIO XAVIER,0,,CENTRO,46800000.0,292720005000009,4236807
24,8102,TRAVESSA CAPITAO MOR GOUVEIA,452.0,,FELIPE CAMARAO,240810205090195,235,29,8408,TRAVESSA SEGUNDA RAIMUNDO CIRINO GOMES,48,,MARACUJA,48730000.0,290840805000008,1240375
28,308,RUA BAHIA,975.0,,SIQUEIRA CAMPOS,280030805000235,236,28,308,RUA BAHIA,975,,SIQUEIRA CAMPOS,49075000.0,280030805000235,6558499
22,1051,RUA DO ALEM,257.0,,CENTRO,220105105000003,237,28,2403,RUA DO SESP,0,,CENTRO,49830000.0,280240305000002,6847465
28,308,AVENIDA MINISTRO GERALDO BARRETO SOBRAL,1376.0,,GRAGERU,280030805000049,238,28,308,AVENIDA MINISTRO GERALDO BARRETO SOBRAL,1376,,GRAGERU,49026010.0,280030805000049,6501201
21,8207,RUA RAIMUNDO ANSELMO,69.0,,ENGENHO,210820705000017,239,29,28703,RUA H,83,,BARRO VERMELHO,44570000.0,292870305000056,5513467
25,5501,RUA JOAO FRANCISCO FILHO,20.0,,CENTRO,250550105000001,240,28,5109,RUA JOAO JOAQUIM DO NASCIMENTO,0,,CENTRO,49350000.0,280510905000001,7143841
29,30105,RUA CORONEL ANTONIO FELIX,71.0,,CENTRO,293010505000026,241,29,30105,RUA CORONEL ANTONIO FELIX,64,,CENTRO,48970000.0,293010505000080,5746824
25,7507,RUA DEPUTADO JADER MEDEIROS,131.0,,TAMBAUZINHO,250750705000318,242,29,6501,RUA DO TAMARINDO,7,,CANDEIAS,43800000.0,290650135000001,995643
21,10708,PRACA GETULIO VARGAS,25.0,,CENTRO,211070805000011,243,28,6701,PRACA GETULIO VARGAS,0,,CENTRO,49100000.0,280670105000017,7259522
25,16300,AVENIDA PRIMEIRO DE ABRIL,14.0,,CENTRO,251630005000003,244,29,29255,RUA PRIMEIRO DE ABRIL,1480,,CENTRO,44915000.0,292925505000001,5610559
22,6704,PRACA DA BANDEIRA,24.0,,NAZARE PIAUI,220670405000002,245,29,23605,PRACA DA BANDEIRA,442,,CARAIBAS,46190000.0,292360510000007,3719527
25,1906,RUA FELICIANO PEDROSA,1307.0,,CENTRO,250190605000003,246,29,20106,RUA PEDRO CELESTINO,1269,,CENTRO,44630000.0,292010605000002,3276164
23,13500,RUA PRINCIPAL,10.0,SOBRELOJA,GUALDRAPAS,231350009000013,247,28,6008,RUA PRINCIPAL,1170,,ESTEIOS,49530000.0,280600805000017,7222173
22,8007,AVENIDA NOSSA SENHORA DE FATIMA,1294.0,,CANTO VARZEA,220800705000017,248,28,5802,AVENIDA NOSSA SENHORA DE FATIMA,112,,TANQUE NOVO,49320000.0,280580205000015,7209459
25,3209,RUA SOLON DE LUCENA,529.0,,CENTRO,250320905000041,249,29,24504,RUA ALVORADA 1,400,,CENTRO,46360000.0,292450405000003,3837540
29,29503,RUA QUICE,40.0,,HUMILDES,292950305000007,250,29,29503,RUA QUICE,40,,HUMILDES,43850000.0,292950305000007,5650990
25,4009,RUA VIGARIO CALIXTO,104.0,,CATOLE,250400905000073,251,29,10800,RUA CATUCAIA,160,,CONCEICAO 2,44067312.0,291080005060066,1625116
23,14003,RUA JOSE CORREIA SOBRINHO,29.0,,CENTRO,231400305000031,252,29,28950,RUA JOSE LUIZ SOBRINHO,0,,CENTRO,48895000.0,292895005000002,5570719
27,2603,POVOADO MUMBACA,793.0,,MUMBACA,270260305000021,253,29,13309,POVOADO MUMBUCA,3,,MUMBUCA,48725000.0,291330905000010,2083311
23,6801,ASSENTAMENTO MANDACARU,66.0,,,230680105000007,254,29,7608,POVOADO MANDACARU 3,64,,,0.0,290760805000025,1168344
29,8408,RUA MARECHAL DEODORO DA FONSECA,47.0,ANDAR 1 SALA 1,CENTRO,290840805000004,255,29,8408,RUA MARECHAL DEODORO DA FONSECA,47,ANDAR 1 SALA 1,CENTRO,48730000.0,290840805000004,1238225
29,12103,RUA DOIS DE JULHO,30.0,,CENTRO,291210305000005,256,29,12103,RUA DOIS DE JULHO,0,,CENTRO,45745000.0,291210305000005,1979094
24,7104,RUA DOUTOR HERACLITO VILAR,375.0,,CENTRO,240710405000015,257,29,7509,RUA DOUTOR PIRES,167,,CENTRO,48110000.0,290750905000001,1136857
29,1403,AVENIDA GETULIO VARGAS,,ANDAR 1,CENTRO,290140305000001,258,29,14703,AVENIDA GETULIO VARGAS,1196,,CENTRO,46880000.0,291470305000011,2352984
29,31350,RUA GETULIO VARGAS,37.0,,SANTO ANTONIO,293135010000015,259,29,31350,RUA GETULIO VARGAS,320,,SANTO ANTONIO,45995041.0,293135010000018,6025278
22,11001,RUA 24 DE JANEIRO,2139.0,BLOCO H ANDAR 2 APARTAMENTO 203,MACAUBA,221100105060118,260,29,33307,RUA 2 DE JANEIRO,427,FUNDOS ANDAR 1,ALTO MARON,45005064.0,293330705000037,6324111
21,7506,RUA NOSSA SENHORA DA CONCEICAO,8.0,,COHABIANO 10,210750605000087,261,29,8002,RUA NOSSA SENHORA DA CONCEICAO,7,,COARACI,45638000.0,290800205000029,1208306
23,4400,AVENIDA DA UNIVERSIDADE,1895.0,,CENTRO,230440005080999,262,29,4704,AVENIDA PAULO PORTELA,200,,CENTRO,45615000.0,290470405000002,598528
25,10808,RUA BOSSUET WANDERLEY,866.0,,BRASILIA,251080805000138,263,29,10800,RUA TIJUCA,127,,BRASILIA,44149999.0,291080005090047,1754205
21,8603,RUA PRINCESA ISABEL,263.0,,KIOLA SARNEY,210860305000031,264,29,25758,RUA PRINCESA ISABEL,0,,JAPAO,45416000.0,292575805000036,4050346
28,308,RUA LAGARTO,2128.0,,SALGADO FILHO,280030805000037,265,28,308,RUA LAGARTO,2128,,SALGADO FILHO,49010390.0,280030805000037,6497507
23,4400,RUA TIBURCIO CAVALCANTE,2860.0,,DIONISIO TORRES,230440005080439,266,29,2708,RUA VERISSIMO TORRES 1,601,,IBIRABA,47100000.0,290270815000001,323920
25,10808,RUA FENELON BONAVIDES,287.0,,CENTRO,251080805000002,267,28,5604,RUA VEREADOR FENELON FEITOSA ROCHA,0,,CENTRO,49800000.0,280560405000002,7180855
26,16407,RUA JOAQUIM NABUCO,388.0,,MATRIZ,261640705000128,268,29,23001,RUA JOAQUIM NABUCO,46,,PESCADOR,45920000.0,292300105000007,3632895
23,4400,RUA J DA PENHA,720.0,,CENTRO,230440005080099,269,28,670,RUA DJALMA DUTRA,788,,CENTRO,49360000.0,280067005000009,6736799
21,55,RUA MARANHAO,1555.0,,JETAT,210005505000022,270,29,20601,RUA MARANHAO,5,,JAPAO,44420000.0,292060105000006,3325825
22,3404,AVENIDA JOSE HONORIO DE SOUSA,39.0,,CENTRO,220340405000002,271,29,30600,AVENIDA ANTONIO CORDEIRO DE SOUSA,128,,CENTRO,44710000.0,293060005000006,5839698
25,3704,RUA FRANCISCO DECIO SARAIVA,,ANDAR 1 APARTAMENTO 102,CAJAZEIRAS,250370405000003,272,29,5206,ESTRADA TANQUE NOVO A CALDEIRAS,200,,CAJAZEIRA,46420000.0,290520615000004,684583
29,6402,RUA CORONEL JOSE RUFINO,1.0,,CENTRO,290640205000003,273,29,6402,RUA CORONEL JOSE RUFINO,0,,CENTRO,48710000.0,290640205000003,956895
26,16407,RUA HENRIQUE DIAS,252.0,TERREO,LIVRAMENTO,261640705000046,274,29,27408,RUA HENRIQUE DIAS,189,TERREO,BONFIM,40415275.0,292740805150017,4596068
25,12101,RUA MONSENHOR VALERIANO,50.0,,CENTRO,251210105000001,275,28,2908,RUA MONSENHOR CONSTATINO,1003,,CENTRO,49500000.0,280290805000007,6868894
29,4001,ESTRADA MACAMBA,96.0,CASA,MACAMBA,290400105000011,276,29,4001,ESTRADA MACAMBA,96,CASA,MACAMBA,46740000.0,290400105000011,520379
23,4400,RUA BARBARA DE ALENCAR,1442.0,,ALDEOTA,230440005121049,277,29,15601,RUA MARCIA CARLETO,0,,ALVORADA,45836000.0,291560105000112,2548025
29,6303,AVENIDA ANTONIO CARLOS MAGALHAES,191.0,,CENTRO,290630305000036,278,29,6303,AVENIDA ANTONIO CARLOS MAGALHAES,200,,CENTRO,45860000.0,290630305000036,951303
27,3700,RUA DO COMERCIO,173.0,,CENTRO,270370005000001,279,28,3807,RUA DO COMERCIO,0,,CENTRO,49940000.0,280380705000002,7007456
29,33307,RUA F,6.0,FUNDOS,JATOBA,293330705000176,280,29,33307,RUA F,6,FUNDOS,JATOBA,45000000.0,293330705000176,6363105
23,4400,RUA FRANCISCA CLOTILDE,710.0,,RODOLFO TEOFILO,230440005080230,281,28,4805,RUA CLARA ANGELICA,0,,NOVO HORIZONTE,49160000.0,280480505000012,7081906
23,4400,RUA PROFESSOR DIAS DA ROCHA,684.0,APARTAMENTO 1201,ALDEOTA,230440005121051,282,29,10800,RUA PROFESSOR LEONIDIO ROCHA,207,FUNDOS,CENTRO,44001512.0,291080005080003,1668719
23,4400,RUA NUNES VALENTE,2620.0,,DIONISIO TORRES,230440005080450,283,29,10800,RUA ANTONIO TORRES COELHO,0,,GABRIELA,44028593.0,291080005070070,1659083
25,8109,RUA TENENTE JOSE PEDRO,75.0,,CENTRO,250810905000008,284,28,5208,RUA PEDRO CELESTINO,100,,CENTRO,49517000.0,280520805000003,7148722
25,2805,RUA LUIZ GONZAGA DE OLIVEIRA,8.0,,CENTRO,250280505000004,285,28,5505,RUA ANTONIO A DE OLIVEIRA,0,,CENTRO,49490000.0,280550505000005,7170516
29,11600,POVOADO JACAREZINHO,313.0,CASA,JACAREZINHO,291160005000015,286,29,11600,POVOADO JACAREZINHO,313,CASA,JACAREZINHO,0.0,291160005000015,1894731
21,3307,AVENIDA SANTOS DUMONT,3752.0,,SAO SEBASTIAO,210330705000027,287,29,7103,AVENIDA SANTOS DUMONT,0,,BAIRRO SAO FRANCISCO,46445000.0,290710305000023,1090766
29,8408,PRACA 8 DE DEZEMBRO,52.0,ANDAR 1,CENTRO,290840805000001,288,29,8408,PRACA 8 DE DEZEMBRO,52,ANDAR 1,CENTRO,48730000.0,290840805000001,1237295
29,10800,RUA BARRA DAS MANGABEIRAS,16.0,,CIDADE NOVA,291080005060043,289,29,10800,RUA BARRA DAS MANGABEIRAS,16,,CIDADE NOVA,44053234.0,291080005060043,1615312
26,8008,AVENIDA JOSE LOPES DE SIQUEIRA,234.0,,CENTRO,260800805000001,290,28,5109,AVENIDA JOSE ALVES DE ANDRADE,102,,CENTRO,49350000.0,280510905000004,7144726
28,308,RUA CAMPO DO BRITO,823.0,,SALGADO FILHO,280030805000037,291,28,308,RUA CAMPO DO BRITO,823,,SALGADO FILHO,49015460.0,280030805000037,6497330
29,10057,RUA ALMIRANTE TAMANDARE,228.0,,SANTA TEREZINHA,291005705000038,292,29,10057,RUA ALMIRANTE TAMANDARE,228,,SANTA TEREZINHA,42850000.0,291005705000038,1439781
24,8102,RUA PRAIA DE UPANEMA,2233.0,,PONTA NEGRA,240810205070065,293,29,27408,RUA PRAIA DE IPANEMA,0,,SUSSUARANA,41000000.0,292740805180501,4840663
25,10808,RUA CARLOTA CESAR,,,QUEIROZ,251080805000115,294,29,10800,RUA JUAREZ TAVORA,0,,QUEIMADINHA,44050382.0,291080005080153,1726250
23,1208,RUA GETULIO VARGAS,260.0,,CENTRO,230120805000004,295,28,1207,RUA GETULIO VARGAS,0,,CENTRO,49820000.0,280120705000004,6760192
24,7401,RUA NELSON MAIA,20.0,,CENTRO,240740105000010,296,28,7204,RUA NELSON MONTEIRO,0,,CENTRO,49630000.0,280720405000003,7313155
29,24702,RUA OLAVIO PEREIRA DA ROCHA,42.0,CASA,PIRIPA,292470205000001,297,29,24702,RUA OLAVIO PEREIRA DA ROCHA,42,CASA,PIRIPA,46270000.0,292470205000001,3866197
